ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop
가*,1,0,0,0,0,1,POS,1
가*,1,0,0,0,0,1,POS,1
가*,1,0,0,0,0,1,POS,1
가*,3,0,0,0,0,1,POS,1
가*,1,0,0,0,0,1,POS,1
가,17,0,0.470588235,0.235294118,0,0.294117647,NEG,0.470588235
가,11,0,0.363636364,0.272727273,0,0.363636364,NEG,0.363636364
가,2,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,2,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,6,0,0.666666667,0.166666667,0,0.166666667,NEG,0.666666667
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,112,0.017857143,0.464285714,0.080357143,0.026785714,0.410714286,NEG,0.464285714
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,2,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,1,0,0,0,0,COMP,1
가,1,1,0,0,0,0,COMP,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,2,0,0.5,0,0,0.5,NEG,0.5
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,2,0,0.5,0,0,0.5,NEG,0.5
가,1,0,1,0,0,0,NEG,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,1,0,0,0,NEG,1
가,1,1,0,0,0,0,COMP,1
가,1,1,0,0,0,0,COMP,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,7,0,0.714285714,0,0,0.285714286,NEG,0.714285714
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,2,0,0.5,0,0,0.5,NEG,0.5
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,2,0,0.5,0,0,0.5,NEG,0.5
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,0,0,1,POS,1
가,3,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,18,0,0.555555556,0.055555556,0.111111111,0.277777778,NEG,0.555555556
가,2,0,0.5,0.5,0,0,NEG,0.5
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,11,0,0.272727273,0.090909091,0.090909091,0.545454545,POS,0.545454545
가,1,0,0,0,0,1,POS,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,11,0,0.545454545,0.181818182,0.090909091,0.181818182,NEG,0.545454545
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,1,0,0,NEUT,1
가,2,0,0.5,0.5,0,0,NEG,0.5
가,1,0,1,0,0,0,NEG,1
가,1,0,0,1,0,0,NEUT,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,0,0,1,0,None,1
가,1,0,0,0,0,1,POS,1
가,2,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,9,0,0.333333333,0,0.111111111,0.555555556,POS,0.555555556
가,1,0,1,0,0,0,NEG,1
가,1,0,1,0,0,0,NEG,1
가,2,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,0,1,POS,1
가,1,0,0,0,1,0,None,1
가격,3,0,0,0,0,1,POS,1
가격,1,0,0,0,0,1,POS,1
가격,1,0,0,0,0,1,POS,1
가격,1,0,0,0,0,1,POS,1
가까이,2,0,0.5,0,0,0.5,NEG,0.5
가까이,1,0,0,0,0,1,POS,1
가까이,1,0,1,0,0,0,NEG,1
가까이,1,0,1,0,0,0,NEG,1
가깝,2,0,0.5,0,0,0.5,NEG,0.5
가깝,1,0,0,0,0,1,POS,1
가깝,1,0,0,0,0,1,POS,1
가꾸,1,0,0,0,0,1,POS,1
가꾸,1,0,0,0,0,1,POS,1
가꾸,1,0,0,0,0,1,POS,1
가늠,1,0,0,0,0,1,POS,1
가늠,1,0,0,0,0,1,POS,1
가능*,1,0,1,0,0,0,NEG,1
가능*,1,0,1,0,0,0,NEG,1
가능*,1,0,1,0,0,0,NEG,1
가능,8,0,0.25,0.375,0,0.375,NEUT,0.375
가능,5,0,0.4,0.6,0,0,NEUT,0.6
가능,1,0,1,0,0,0,NEG,1
가능,2,0,0,1,0,0,NEUT,1
가능,3,0,0,0,0,1,POS,1
가능,1,0,0,0,0,1,POS,1
가능,1,0,0,0,0,1,POS,1
가능,5,0,0.4,0.2,0,0.4,NEG,0.4
가능,5,0,0.4,0.2,0,0.4,NEG,0.4
가능,1,0,1,0,0,0,NEG,1
가능,4,0,0.25,0.25,0,0.5,POS,0.5
가도,1,0,0,0,0,1,POS,1
가도,1,0,0,0,0,1,POS,1
가도,1,0,0,0,0,1,POS,1
가득,2,0,0.5,0,0,0.5,NEG,0.5
가득,2,0,0.5,0,0,0.5,NEG,0.5
가로막히,1,0,1,0,0,0,NEG,1
가르치,4,0,0.5,0,0,0.5,NEG,0.5
가르치,1,0,1,0,0,0,NEG,1
가르치,1,0,1,0,0,0,NEG,1
가르치,1,0,0,0,0,1,POS,1
가르치,1,0,0,0,0,1,POS,1
가르치,1,0,1,0,0,0,NEG,1
가르치,1,0,1,0,0,0,NEG,1
가리,1,0,0,0,0,1,POS,1
가리,1,0,0,0,0,1,POS,1
가리,1,0,0,0,0,1,POS,1
가사,1,0,1,0,0,0,NEG,1
가사,1,0,1,0,0,0,NEG,1
가사,1,0,1,0,0,0,NEG,1
가스,1,0,1,0,0,0,NEG,1
가스,1,0,1,0,0,0,NEG,1
가스,1,0,1,0,0,0,NEG,1
가슴,5,0.2,0.2,0.2,0,0.4,POS,0.4
가슴,1,0,0,0,0,1,POS,1
가슴,1,0,0,0,0,1,POS,1
가슴,1,0,1,0,0,0,NEG,1
가슴,1,0,1,0,0,0,NEG,1
가슴,2,0.5,0,0,0,0.5,COMP,0.5
가슴,1,1,0,0,0,0,COMP,1
가슴,1,0,0,0,0,1,POS,1
가슴,1,0,0,1,0,0,NEUT,1
가슴,1,0,0,1,0,0,NEUT,1
가을,1,0,0,1,0,0,NEUT,1
가을,1,0,0,1,0,0,NEUT,1
가장,31,0.032258065,0.35483871,0,0,0.612903226,POS,0.612903226
가장,1,0,1,0,0,0,NEG,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,1,0,0,0,0,COMP,1
가장,1,1,0,0,0,0,COMP,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,1,0,0,0,NEG,1
가장,2,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,2,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가장,6,0,0.833333333,0,0,0.166666667,NEG,0.833333333
가장,5,0,0.8,0,0,0.2,NEG,0.8
가장,1,0,1,0,0,0,NEG,1
가장,1,0,1,0,0,0,NEG,1
가장,1,0,0,0,0,1,POS,1
가장,1,0,0,0,0,1,POS,1
가족,5,0,0.4,0,0,0.6,POS,0.6
가족,1,0,0,0,0,1,POS,1
가족,1,0,0,0,0,1,POS,1
가족,1,0,0,0,0,1,POS,1
가족,1,0,0,0,0,1,POS,1
가족,2,0,0.5,0,0,0.5,NEG,0.5
가족,1,0,1,0,0,0,NEG,1
가족,1,0,0,0,0,1,POS,1
가족,1,0,1,0,0,0,NEG,1
가족,1,0,1,0,0,0,NEG,1
가증,1,0,1,0,0,0,NEG,1
가증,1,0,1,0,0,0,NEG,1
가지,3,0,1,0,0,0,NEG,1
가지,1,0,1,0,0,0,NEG,1
가지,1,0,1,0,0,0,NEG,1
가지,1,0,1,0,0,0,NEG,1
가지,1,0,1,0,0,0,NEG,1
가지,1,0,1,0,0,0,NEG,1
가지,9,0,0.222222222,0.111111111,0.111111111,0.555555556,POS,0.555555556
가지,2,0,0,0.5,0.5,0,NEUT,0.5
가지,1,0,0,1,0,0,NEUT,1
가지,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
가지,1,0,0,0,0,1,POS,1
가지,1,0,1,0,0,0,NEG,1
가지,1,0,0,0,0,1,POS,1
가지,1,0,1,0,0,0,NEG,1
가지,1,0,1,0,0,0,NEG,1
가책,1,0,1,0,0,0,NEG,1
가책,1,0,1,0,0,0,NEG,1
가책,1,0,1,0,0,0,NEG,1
가출,2,0,1,0,0,0,NEG,1
가출,1,0,1,0,0,0,NEG,1
가치,5,0,0,0.2,0,0.8,POS,0.8
가치,2,0,0,0,0,1,POS,1
가치,2,0,0,0,0,1,POS,1
가치,1,0,0,1,0,0,NEUT,1
가치,1,0,0,1,0,0,NEUT,1
가치,1,0,0,0,0,1,POS,1
가치,1,0,0,0,0,1,POS,1
가치,1,0,0,0,0,1,POS,1
가치,1,0,0,0,0,1,POS,1
가타부타,1,0,0,1,0,0,NEUT,1
가타부타,1,0,0,1,0,0,NEUT,1
가타부타,1,0,0,1,0,0,NEUT,1
가파르,1,0,1,0,0,0,NEG,1
가파르,1,0,1,0,0,0,NEG,1
가하,1,0,1,0,0,0,NEG,1
각광,1,0,0,0,0,1,POS,1
각국,1,0,0,0,0,1,POS,1
각국,1,0,0,0,0,1,POS,1
각국,1,0,0,0,0,1,POS,1
각별,2,0,0,0,0,1,POS,1
각별,2,0,0,0,0,1,POS,1
각별,1,0,0,0,0,1,POS,1
각별히,1,0,0,0,0,1,POS,1
각성,1,0,0,0,0,1,POS,1
각성,1,0,0,0,0,1,POS,1
각양각색,2,0,0,0,0,1,POS,1
각양각색,1,0,0,0,0,1,POS,1
각종,1,0,1,0,0,0,NEG,1
각종,1,0,1,0,0,0,NEG,1
각종,1,0,1,0,0,0,NEG,1
간,1,0,1,0,0,0,NEG,1
간,1,0,1,0,0,0,NEG,1
간곡,1,0,0,0,0,1,POS,1
간곡,1,0,0,0,0,1,POS,1
간단히,1,0,0,0,0,1,POS,1
간밤,1,0,0,0,0,1,POS,1
간밤,1,0,0,0,0,1,POS,1
간밤,1,0,0,0,0,1,POS,1
간신히,2,0,0.5,0,0.5,0,NEG,0.5
간신히,1,0,1,0,0,0,NEG,1
간신히,1,0,1,0,0,0,NEG,1
간주,1,0,1,0,0,0,NEG,1
간주,1,0,1,0,0,0,NEG,1
간첩,1,0,1,0,0,0,NEG,1
간첩,1,0,1,0,0,0,NEG,1
간첩,1,0,1,0,0,0,NEG,1
간편,3,0,0,0,0,1,POS,1
간편,2,0,0,0,0,1,POS,1
간호,1,0,0,0,0,1,POS,1
갇히,2,0.5,0.5,0,0,0,COMP,0.5
갇히,2,0.5,0.5,0,0,0,COMP,0.5
갇히,2,0.5,0.5,0,0,0,COMP,0.5
갈구,1,0,0,0,0,1,POS,1
갈구,1,0,0,0,0,1,POS,1
갈등,2,0,1,0,0,0,NEG,1
갈수록,1,0,1,0,0,0,NEG,1
갈수록,1,0,1,0,0,0,NEG,1
갈피,2,0,0.5,0,0,0.5,NEG,0.5
갈피,1,0,1,0,0,0,NEG,1
갈피,1,0,1,0,0,0,NEG,1
갈피,1,0,0,0,0,1,POS,1
갈피,1,0,0,0,0,1,POS,1
감,2,0,0.5,0,0,0.5,NEG,0.5
감,2,0,0.5,0,0,0.5,NEG,0.5
감,1,0,0,0,0,1,POS,1
감,1,0,1,0,0,0,NEG,1
감각,1,0,1,0,0,0,NEG,1
감각,1,0,1,0,0,0,NEG,1
감각,1,0,1,0,0,0,NEG,1
감내,1,0,1,0,0,0,NEG,1
감내,1,0,1,0,0,0,NEG,1
감내,1,0,1,0,0,0,NEG,1
감독,6,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
감독,1,0,0,0,0,1,POS,1
감독,1,0,0,0,0,1,POS,1
감독,1,0,0,0,0,1,POS,1
감독,1,0,0,0,0,1,POS,1
감독,1,0,1,0,0,0,NEG,1
감독,1,0,1,0,0,0,NEG,1
감독,1,0,1,0,0,0,NEG,1
감독,1,0,1,0,0,0,NEG,1
감독,2,0,0,1,0,0,NEUT,1
감독,1,0,0,1,0,0,NEUT,1
감독,1,0,0,1,0,0,NEUT,1
감동,2,0,0,0,0,1,POS,1
감동,1,0,0,0,0,1,POS,1
감동,1,0,0,0,0,1,POS,1
감사,1,0,0,0,0,1,POS,1
감사,1,0,0,0,0,1,POS,1
감사,1,0,0,0,0,1,POS,1
감칠맛,1,0,0,0,0,1,POS,1
감칠맛,1,0,0,0,0,1,POS,1
감탄사,1,0,0,0,0,1,POS,1
감탄사,1,0,0,0,0,1,POS,1
감탄사,1,0,0,0,0,1,POS,1
갑자기,4,0,0.25,0.5,0.25,0,NEUT,0.5
갑자기,1,0,0,1,0,0,NEUT,1
갑자기,1,0,0,1,0,0,NEUT,1
갑자기,1,0,0,1,0,0,NEUT,1
갑자기,1,0,0,1,0,0,NEUT,1
갑작스레,1,0,0,1,0,0,NEUT,1
갑작스레,1,0,0,1,0,0,NEUT,1
갑작스레,1,0,0,1,0,0,NEUT,1
값,5,0,0.2,0,0,0.8,POS,0.8
값,1,0,0,0,0,1,POS,1
값,1,0,0,0,0,1,POS,1
값,1,0,0,0,0,1,POS,1
값,1,0,0,0,0,1,POS,1
값,1,0,1,0,0,0,NEG,1
값,1,0,1,0,0,0,NEG,1
값싸,1,0,0,0,0,1,POS,1
강군,1,0,0,0,0,1,POS,1
강단,1,0,0,0,0,1,POS,1
강단,1,0,0,0,0,1,POS,1
강도,2,0,0.5,0,0,0.5,NEG,0.5
강도,1,0,1,0,0,0,NEG,1
강도,1,0,1,0,0,0,NEG,1
강도,1,0,0,0,0,1,POS,1
강력,2,0,0.5,0,0,0.5,NEG,0.5
강력,2,0,0.5,0,0,0.5,NEG,0.5
강력,2,0,0.5,0,0,0.5,NEG,0.5
강렬,1,0,0,0,0,1,POS,1
강렬,1,0,0,0,0,1,POS,1
강물,1,0,1,0,0,0,NEG,1
강물,1,0,1,0,0,0,NEG,1
강물,1,0,1,0,0,0,NEG,1
강박,1,0,1,0,0,0,NEG,1
강박,1,0,1,0,0,0,NEG,1
강박,1,0,1,0,0,0,NEG,1
강요,2,0,1,0,0,0,NEG,1
강요,1,0,1,0,0,0,NEG,1
강의,1,0,1,0,0,0,NEG,1
강의,1,0,1,0,0,0,NEG,1
강의,1,0,1,0,0,0,NEG,1
강점,1,0,0,0,0,1,POS,1
강점,1,0,0,0,0,1,POS,1
강점,1,0,0,0,0,1,POS,1
강제,1,0,0,0,0,1,POS,1
강제,1,0,0,0,0,1,POS,1
강조,5,0,0,0.2,0,0.8,POS,0.8
강조,5,0,0,0.2,0,0.8,POS,0.8
강하,1,0,0,0,0,1,POS,1
강화,4,0,0.25,0,0,0.75,POS,0.75
강화,1,0,0,0,0,1,POS,1
강화,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
강화책,1,0,0,0,0,1,POS,1
갖,6,0,0.5,0,0,0.5,NEG,0.5
갖,1,0,0,0,0,1,POS,1
갖,1,0,0,0,0,1,POS,1
갖,2,0,1,0,0,0,NEG,1
갖,2,0,1,0,0,0,NEG,1
갖가지,1,0,1,0,0,0,NEG,1
갖가지,1,0,1,0,0,0,NEG,1
갖가지,1,0,1,0,0,0,NEG,1
갖추,1,0,0,0,0,1,POS,1
같,21,0,0.333333333,0.142857143,0.285714286,0.238095238,NEG,0.333333333
같,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
같,5,0,0.4,0.2,0,0.4,NEG,0.4
같,1,0,0,1,0,0,NEUT,1
같,1,0,0,0,0,1,POS,1
같,1,0,0,0,0,1,POS,1
같,1,0,1,0,0,0,NEG,1
같,1,0,1,0,0,0,NEG,1
같이,2,0,1,0,0,0,NEG,1
같이,1,0,1,0,0,0,NEG,1
같이,1,0,1,0,0,0,NEG,1
같이,1,0,1,0,0,0,NEG,1
같이,1,0,1,0,0,0,NEG,1
같이,2,0,0.5,0,0,0.5,NEG,0.5
같이,1,0,0,0,0,1,POS,1
같이,1,0,1,0,0,0,NEG,1
같이,1,0,1,0,0,0,NEG,1
갚,1,0,0,0,0,1,POS,1
갚,1,0,0,0,0,1,POS,1
갚,1,0,0,0,0,1,POS,1
개,1,0,0,0,0,1,POS,1
개념,1,0,0,0,0,1,POS,1
개념,1,0,0,0,0,1,POS,1
개념,1,0,0,0,0,1,POS,1
개방,1,0,1,0,0,0,NEG,1
개방,1,0,1,0,0,0,NEG,1
개방,1,0,1,0,0,0,NEG,1
개선,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
개선,1,0,0,0,0,1,POS,1
개선,1,0,0,0,0,1,POS,1
개성,3,0,0,0,0,1,POS,1
개성,1,0,0,0,0,1,POS,1
개성,1,0,0,0,0,1,POS,1
개성,1,0,0,0,0,1,POS,1
개인,2,0.5,0,0,0,0.5,COMP,0.5
개인,2,0.5,0,0,0,0.5,COMP,0.5
개인,1,1,0,0,0,0,COMP,1
개인,1,0,0,0,0,1,POS,1
개입,1,0,1,0,0,0,NEG,1
개조,1,0,1,0,0,0,NEG,1
개조,1,0,1,0,0,0,NEG,1
개척,1,0,0,0,0,1,POS,1
개척,1,0,0,0,0,1,POS,1
개척,1,0,0,0,0,1,POS,1
개혁,4,0,0.5,0,0,0.5,NEG,0.5
개혁,1,0,0,0,0,1,POS,1
개혁,1,0,0,0,0,1,POS,1
개혁,1,0,1,0,0,0,NEG,1
개혁,1,0,1,0,0,0,NEG,1
객관,2,0,0.5,0,0,0.5,NEG,0.5
객관,1,0,1,0,0,0,NEG,1
객관,1,0,1,0,0,0,NEG,1
객관,1,0,0,0,0,1,POS,1
객관,1,0,0,0,0,1,POS,1
거,2,0,1,0,0,0,NEG,1
거,1,0,1,0,0,0,NEG,1
거,1,0,1,0,0,0,NEG,1
거,1,0,1,0,0,0,NEG,1
거,1,0,1,0,0,0,NEG,1
거꾸로,1,0,0,0,1,0,None,1
거나,8,0,0.5,0.25,0.125,0.125,NEG,0.5
거나,1,0,1,0,0,0,NEG,1
거나,1,0,1,0,0,0,NEG,1
거나,1,0,0,0,0,1,POS,1
거나,1,0,0,0,0,1,POS,1
거나,1,0,0,1,0,0,NEUT,1
거나,1,0,0,1,0,0,NEUT,1
거나,1,0,1,0,0,0,NEG,1
거나,1,0,1,0,0,0,NEG,1
거나,1,0,0,1,0,0,NEUT,1
거나,1,0,0,1,0,0,NEUT,1
거나,1,0,1,0,0,0,NEG,1
거나,1,0,1,0,0,0,NEG,1
거느리,1,0,1,0,0,0,NEG,1
거느리,1,0,1,0,0,0,NEG,1
거느리,1,0,1,0,0,0,NEG,1
거대,1,1,0,0,0,0,COMP,1
거대,1,1,0,0,0,0,COMP,1
거대,1,1,0,0,0,0,COMP,1
거두,1,0,0,0,0,1,POS,1
거듭,1,0,0,0,1,0,None,1
거듭,1,0,0,0,1,0,None,1
거듭,1,0,0,0,1,0,None,1
거듭나,1,0,0,0,0,1,POS,1
거룩,1,0,1,0,0,0,NEG,1
거룩,1,0,1,0,0,0,NEG,1
거룩,1,0,1,0,0,0,NEG,1
거리,1,0,1,0,0,0,NEG,1
거리,1,0,1,0,0,0,NEG,1
거리,1,0,1,0,0,0,NEG,1
거리낌,1,0,0,0,0,1,POS,1
거리낌,1,0,0,0,0,1,POS,1
거봉,1,0,0,0,0,1,POS,1
거부,3,0,1,0,0,0,NEG,1
거부,3,0,1,0,0,0,NEG,1
거부,1,0,1,0,0,0,NEG,1
거세,1,0,1,0,0,0,NEG,1
거세,1,0,1,0,0,0,NEG,1
거세,1,0,1,0,0,0,NEG,1
거세,1,0,0,0,0,1,POS,1
거울,1,0,0,0,0,1,POS,1
거울,1,0,0,0,0,1,POS,1
거울,1,0,0,0,0,1,POS,1
거의,6,0,0.333333333,0,0.5,0.166666667,None,0.5
거의,1,0,1,0,0,0,NEG,1
거의,1,0,1,0,0,0,NEG,1
거의,1,0,1,0,0,0,NEG,1
거의,1,0,1,0,0,0,NEG,1
거의,1,0,0,0,0,1,POS,1
거의,1,0,0,0,1,0,None,1
거의,1,0,0,0,1,0,None,1
거짓,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
거짓,1,0,0,0,0,1,POS,1
거짓말,3,0,1,0,0,0,NEG,1
거치,2,0,0.5,0,0,0.5,NEG,0.5
거치,1,0,0,0,0,1,POS,1
거치,1,0,0,0,0,1,POS,1
거치,1,0,1,0,0,0,NEG,1
거치,1,0,1,0,0,0,NEG,1
거칠,1,0,0,0,0,1,POS,1
거칠,1,0,0,0,0,1,POS,1
거칠,1,0,0,0,0,1,POS,1
거푸집,1,0,0,0,0,1,POS,1
거푸집,1,0,0,0,0,1,POS,1
거푸집,1,0,0,0,0,1,POS,1
거품,1,0,0,0,0,1,POS,1
거품,1,0,0,0,0,1,POS,1
거품,1,0,0,0,0,1,POS,1
걱정,2,0,1,0,0,0,NEG,1
걱정,1,0,1,0,0,0,NEG,1
건,1,0,1,0,0,0,NEG,1
건,1,0,1,0,0,0,NEG,1
건,1,0,1,0,0,0,NEG,1
건강,3,0,0,0,0,1,POS,1
건강,1,0,0,0,0,1,POS,1
건강,1,0,0,0,0,1,POS,1
건강,1,0,0,0,0,1,POS,1
건강,1,0,0,0,0,1,POS,1
건강,1,0,0,0,0,1,POS,1
건대,1,0,0,0,1,0,None,1
건드리,1,0,1,0,0,0,NEG,1
건드리,1,0,1,0,0,0,NEG,1
건드리,1,0,1,0,0,0,NEG,1
건물,1,0,1,0,0,0,NEG,1
건물,1,0,1,0,0,0,NEG,1
건물,1,0,1,0,0,0,NEG,1
건배,1,0,1,0,0,0,NEG,1
건수,1,0,1,0,0,0,NEG,1
건수,1,0,1,0,0,0,NEG,1
건수,1,0,1,0,0,0,NEG,1
건실,1,0,0,0,0,1,POS,1
건실,1,0,0,0,0,1,POS,1
건의,2,0,0,0,0,1,POS,1
건의,2,0,0,0,0,1,POS,1
건전,1,0,0,0,0,1,POS,1
건전,1,0,0,0,0,1,POS,1
건전,1,0,0,0,0,1,POS,1
건축,3,0,0,0.333333333,0,0.666666667,POS,0.666666667
건축,1,0,0,0,0,1,POS,1
건축,1,0,0,0,0,1,POS,1
건축,1,0,0,0,0,1,POS,1
건축,1,0,0,1,0,0,NEUT,1
건축,1,0,0,1,0,0,NEUT,1
건축물,1,0,1,0,0,0,NEG,1
건축물,1,0,1,0,0,0,NEG,1
건축물,1,0,1,0,0,0,NEG,1
걷,2,0,1,0,0,0,NEG,1
걷,1,0,1,0,0,0,NEG,1
걷,1,0,1,0,0,0,NEG,1
걷,1,0,1,0,0,0,NEG,1
걷,1,0,1,0,0,0,NEG,1
걸,4,0,0.25,0,0,0.75,POS,0.75
걸,2,0,0,0,0,1,POS,1
걸,1,0,0,0,0,1,POS,1
걸,1,0,0,0,0,1,POS,1
걸리,2,0,1,0,0,0,NEG,1
걸림돌,1,0,1,0,0,0,NEG,1
걸맞,2,0,0,0,0,1,POS,1
걸맞,1,0,0,0,0,1,POS,1
검사,2,0,1,0,0,0,NEG,1
